mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,label,file_path
-524.64453,35.347492,-14.798854,8.424194,-23.090422,-4.559248,-11.942219,0.58706677,-10.10198,-18.92471,-17.475708,0.597149,-17.42653,171.50034,39.24373,49.946476,21.953297,29.675962,14.968019,15.211778,9.89804,11.137275,15.267248,15.945653,7.003611,14.649163,5.205329,1.0705494,4.0401993,-0.06717537,0.87503344,-1.0347873,0.09075114,-0.8590003,-0.24984592,-0.8983013,-0.6270591,-0.33540443,-0.65207714,wake,dataset\wake\Goksu_Kesen_wake_1.wav
-540.38837,27.833157,-19.025906,-1.6022971,-28.578014,-4.267852,-10.431213,0.248003,-22.079468,-19.994267,-8.425326,-9.9021,-30.045475,179.34402,32.499344,48.308075,15.971394,27.135118,13.260098,12.473095,7.0889764,16.992037,17.72196,7.8883114,7.8954854,20.445488,5.4620285,1.884675,3.3054872,0.16787262,0.093197756,-0.82333064,0.17081945,-0.38486466,-0.39335805,-1.4206583,-0.3188473,-0.63570607,-1.0614107,wake,dataset\wake\Goksu_Kesen_wake_1.wav
-533.0891,40.5383,-19.475948,6.984855,-26.029993,-9.940509,-14.326803,4.1302705,-8.247913,-20.53878,-16.495499,2.6812692,-19.688543,180.74979,37.963085,47.37074,18.549887,27.802004,16.690907,13.686088,10.638664,13.143083,15.744773,15.5879755,6.284621,13.68209,9.049438,2.4472494,1.2437536,0.7772516,0.40085644,-1.0921971,-0.49607807,0.38105577,0.64920413,-0.33849913,-0.105057,0.5363827,-0.66668886,wake,dataset\wake\Goksu_Kesen_wake_1.wav
-387.79736,80.76352,10.048367,48.775703,2.3601856,-7.1464405,9.4087105,-3.3621078,-2.4415736,1.0298626,-4.2087245,4.900412,-4.1732197,147.32385,21.922756,34.89722,27.186033,7.4904866,16.003777,10.483134,17.48485,5.797644,9.3941555,7.5091233,8.069491,12.16017,5.0218883,0.5627098,0.24904484,1.4673501,-0.3025896,-0.6164502,0.18157479,0.21888678,-0.5838938,-0.4109671,-0.33893603,-0.2864203,-0.563305,wake,dataset\wake\gurkan_keles_wake_1.wav
-403.32376,76.10724,8.456469,48.12535,-14.558057,-2.0555964,8.183422,-10.309157,0.05716777,-6.847053,1.3163075,3.5637856,10.2253685,145.34395,25.44534,30.559473,29.683393,14.812885,10.220317,6.185021,21.973642,5.296806,13.334468,7.023332,7.982592,6.0182924,5.064425,-0.030019045,0.13038574,1.6096058,-0.97237194,-0.35688856,0.6512678,-0.4033693,-0.71342707,-0.34334916,-0.3844448,-0.5203762,-0.4783743,wake,dataset\wake\gurkan_keles_wake_1.wav
-407.33514,83.02231,8.161201,50.615345,0.86291164,-7.4824944,10.769333,-4.551466,-2.4817195,0.4247027,-4.9625025,5.496421,-3.815947,135.00809,20.488071,33.36969,26.606207,6.6203356,15.865521,10.073104,16.48939,4.9833107,8.638572,7.720149,5.473313,12.034474,0.26300454,1.0020303,0.6753018,0.26810312,-0.15010539,-0.22834289,-0.07999018,0.40018588,-0.39883673,-0.060263943,-0.18194297,-0.14369982,-0.14408171,wake,dataset\wake\gurkan_keles_wake_1.wav
-620.45215,136.92662,18.990921,10.393184,3.1492367,7.0775537,-1.709104,-4.2054863,-8.11865,-2.474577,-2.5294032,-0.45695448,-12.364393,25.278019,15.843455,12.298491,8.686959,7.082751,4.912018,4.080661,4.9267287,5.0801616,4.640199,3.4764845,6.2402425,7.1680727,0.9763785,0.40342814,-0.055245087,-0.34694582,-0.3232266,-0.27178267,-0.18272874,-0.17390847,-0.3259593,-0.31171787,-0.14862509,0.113227606,0.13171905,wake,dataset\wake\haithm_alsaeedi_wake_1.wav
-643.8175,132.26204,13.493651,9.194759,3.8617754,4.6744494,-5.9252663,-8.315091,-6.826755,-2.7309606,-4.317562,-11.434807,-15.146868,23.183157,15.169711,13.634797,7.7588186,7.7871943,5.2071977,5.6462936,4.0596786,4.8115697,6.784438,8.054133,4.6894193,3.193702,0.5286139,-0.042936176,-0.13474748,-0.3865685,-0.2704892,-0.26015493,-0.20238987,-0.34454447,-0.38299453,-0.43446302,0.0856615,0.04324858,-0.22579478,wake,dataset\wake\haithm_alsaeedi_wake_1.wav
-632.8225,133.64835,17.350784,16.251392,2.883196,3.6969776,-2.3712056,-3.9959848,-9.201731,-2.555159,-1.436086,0.41593033,-12.479155,52.527737,18.22512,12.69141,19.072353,7.0091295,11.591161,4.779381,4.201283,6.8226247,5.191551,3.9188895,5.6295834,8.016113,4.50753,-0.9127877,-0.64946705,1.5161647,-0.6669731,-1.3450398,-0.401644,-0.26015702,-0.41159195,-0.1452289,-0.052992336,0.29650152,0.15328574,wake,dataset\wake\haithm_alsaeedi_wake_1.wav
-716.5077,65.05345,8.550261,9.505667,12.2285,6.7703576,0.6470933,2.93722,1.2638752,0.7488351,-2.4531064,0.21576649,-4.282463,107.37421,26.964691,15.11175,7.7140326,9.580934,7.131567,4.4404297,4.5639753,4.0689044,4.3022904,4.000067,2.578899,3.2239518,11.967299,3.1251054,-0.02192092,0.6715094,0.57363254,0.42752147,-0.087939784,0.092803024,0.15984616,0.19057184,-0.01795392,-0.05380122,-0.047806002,wake,dataset\wake\Hakan_Karakaya_wake_1.wav
-745.7451,67.274185,3.915533,13.889794,11.5438175,4.445719,-3.9119606,3.5064392,-1.7878373,-1.9518363,-4.370742,-0.53047645,-5.3358746,92.39481,22.185791,16.058393,7.2613587,10.97596,3.4830363,6.7528453,2.693828,5.2988935,3.9021285,4.745374,4.424181,3.528399,9.866552,2.4982376,0.054398015,0.8156109,0.44982797,0.11065881,-0.372834,0.08489971,0.15790421,-0.067459,-0.30709854,0.1896136,0.052581206,wake,dataset\wake\Hakan_Karakaya_wake_1.wav
-737.86206,65.83793,8.510151,10.197993,13.735097,8.418506,0.6199759,1.9947228,1.3221992,-0.34525174,-3.6781015,0.43564576,-3.809577,94.641815,23.853243,14.4773655,7.6226645,9.946457,7.329596,4.39431,4.4580917,4.6653614,4.348295,3.8611026,3.0696704,3.2677686,9.12378,2.4687672,1.0392718,0.9398937,-0.09900162,0.28530532,0.23695093,0.24536109,-0.031543028,-0.1200525,0.030975543,0.1902067,-0.07672931,wake,dataset\wake\Hakan_Karakaya_wake_1.wav
-420.66138,101.42363,-8.945029,59.953365,7.8146124,-11.608427,3.7888837,-9.1103,12.684777,-9.4679365,-0.37384742,-4.236499,0.33980775,134.19464,37.024075,29.360504,30.741539,30.48685,15.360407,15.472663,16.481905,6.0637903,15.376231,9.952031,8.16783,11.969158,6.4818983,0.8825985,1.9070021,0.24972245,1.1926689,-0.38521442,-0.5729734,-0.22058146,-0.3189644,-0.44481564,-0.22765838,-0.5948943,-0.14919695,wake,dataset\wake\hamit_berkay_ertek_wake_1.wav
-430.3252,99.16697,-12.515548,61.733818,-18.667519,-3.9989161,-2.3236365,0.046657443,4.9391947,-12.39469,3.4028997,-4.488008,5.719469,124.72293,33.029896,28.471016,30.864998,31.156387,17.27626,11.99648,13.3225155,10.892187,10.164394,10.411672,14.246833,7.0080447,7.036522,1.2108979,1.2997664,0.82916516,0.35231835,-0.95107156,-0.60855997,-0.09687358,-0.53910595,-0.5713414,-0.24546853,-0.25310585,0.40314692,wake,dataset\wake\hamit_berkay_ertek_wake_1.wav
-427.27228,104.31072,-15.783017,59.61773,3.4576538,-15.083131,2.0886192,-10.086245,14.992632,-10.661983,0.098556995,-3.5619493,-0.07137895,114.36233,32.105488,25.091772,25.725431,26.198597,15.226919,16.843168,14.346635,5.4813924,14.555959,9.133359,6.675408,10.121819,7.9281263,2.6563063,-0.9444654,0.44125885,-0.54405487,-0.9821609,-0.99402356,-0.64802176,0.3730002,-0.41092908,0.2736941,-0.34748435,-0.069839075,wake,dataset\wake\hamit_berkay_ertek_wake_1.wav
-422.78116,100.13143,-23.12537,45.421066,14.840828,-2.5668283,13.327678,-1.3551462,8.027357,-7.2989426,-7.8309193,11.130238,1.6796035,134.81093,15.282699,24.45731,38.868366,11.517637,22.072565,5.894503,14.655245,6.215112,15.745171,10.92375,4.3468843,4.6700077,9.351839,0.3829244,-1.043953,0.80246425,-0.7367942,-0.9576312,0.2929832,-0.5565733,-0.44320235,-0.44765997,-0.7461823,0.06216919,-0.33506393,wake,dataset\wake\hamza_kurtuldu_wake_1.wav
-442.1494,97.70833,-25.93892,54.712734,-1.879535,2.4696918,7.297025,-4.3568535,1.4978329,-12.232643,10.342025,11.089111,-8.493651,137.54242,15.35654,22.264133,39.913853,22.390236,17.03036,7.811843,15.567617,7.6219916,17.26406,3.2381148,5.3702407,8.377031,9.916666,0.793983,-2.249174,0.76330423,-1.5869069,-0.5868821,0.028389156,-1.376197,-0.29110333,-0.9115401,0.015819771,0.0544023,-1.0696832,wake,dataset\wake\hamza_kurtuldu_wake_1.wav
-408.92566,108.708115,-31.783415,45.85295,11.049585,-5.9936523,13.255919,-8.589686,6.380252,-9.395339,-8.082287,13.793604,0.7739327,150.03314,19.70984,29.213182,35.60484,13.57241,23.230597,7.821169,19.849014,5.2184796,16.595295,10.615087,4.7883563,5.532429,12.86924,1.6346002,-2.5660973,-0.7740973,-1.4999261,-0.7601154,-0.034955077,-1.782861,-0.33761442,-0.23357487,-0.29085776,0.49020973,-0.4163353,wake,dataset\wake\hamza_kurtuldu_wake_1.wav
-646.7181,64.638916,20.45404,25.340113,7.4348,-3.1258278,3.2061584,5.786458,-6.725498,-11.008851,0.77238494,-4.061125,-6.5976973,122.44739,28.73499,13.666431,12.96351,15.098837,16.099205,10.925082,8.502561,7.3072233,8.8413105,5.8491807,6.760912,5.8511086,8.664366,0.8053876,-0.255395,0.89856,-1.1722878,-1.4245986,-0.31360388,0.05534143,0.19817981,-0.21567571,-0.009329271,0.18153189,-0.24120113,wake,dataset\wake\Hanife_Cilingir_wake_1.wav
-658.35425,69.818695,20.145752,26.923813,-4.197483,0.2120316,4.7992773,1.8566059,-16.701002,-1.9471163,-3.5344515,-7.837439,-3.5711741,101.01269,22.547958,14.689993,9.023799,25.317104,15.689579,10.172628,10.316625,6.791058,8.646992,8.578043,3.0428643,9.751238,6.058017,-0.7980478,-1.0747242,-0.0933661,-3.4107263,-1.7176611,0.30587876,0.3510378,0.2736103,-0.1433636,-0.031303987,-0.036905847,-0.8724207,wake,dataset\wake\Hanife_Cilingir_wake_1.wav
-601.07227,54.011673,19.54081,29.595615,-3.3610737,-10.291902,3.1234615,6.0914917,-10.273571,-10.036272,-0.3246205,-5.2174435,-6.9193373,133.64908,20.828825,16.496056,17.24445,28.875862,24.728304,10.4067,10.1236315,8.48493,8.345606,6.0341797,7.0152884,5.6337028,14.2646675,1.0537688,-1.3360076,2.1469574,-3.3682022,-3.3603272,-0.32767463,-0.37126186,-0.6117863,-0.32429346,-0.102466114,-0.1257046,0.10404586,wake,dataset\wake\Hanife_Cilingir_wake_1.wav
-303.05298,93.65378,7.401896,6.803125,-6.2566733,4.351494,-5.181592,1.7110457,-1.4912573,-4.798989,-10.669338,-5.5488853,-7.9026833,145.85565,51.1289,16.673176,18.486567,9.688129,7.0150404,9.111612,7.559679,4.544372,5.685888,6.932636,5.1664386,7.850419,20.057884,2.6914463,0.32102257,1.0520867,-0.6894382,-0.09619017,-0.378121,0.71802104,0.2165657,-0.3349532,-0.09231156,-0.073893115,0.46020544,wake,dataset\wake\Hasan_Arthur_Altuntaş_wake_1.wav
-328.32782,92.40639,4.7178807,5.647969,-5.2416,3.3503747,-6.9431844,2.3893619,-8.267643,-10.266792,-12.09518,-3.5599554,-7.6843834,145.41925,50.312782,19.289108,16.777891,8.122084,9.608081,6.088584,5.386382,5.4129095,7.4589095,7.1313252,6.4894423,6.25008,20.697502,0.9619872,0.3663507,1.0511868,-0.65595186,-0.11280227,-0.06751062,0.54642576,-0.58492434,0.18998592,0.50625885,0.5697028,0.39510185,wake,dataset\wake\Hasan_Arthur_Altuntaş_wake_1.wav
-292.8047,87.63545,7.5627513,13.003481,-4.9914947,1.585448,-6.4487734,3.499701,-1.2167506,-6.302468,-8.883141,-6.792345,-5.4489737,134.84724,45.698643,15.065967,25.608017,7.9337606,12.727741,11.767149,7.4406724,4.867904,6.7282243,7.049244,5.3056316,8.325543,17.249096,4.243474,-0.6941911,2.0997365,0.0192209,-1.177103,-1.1274176,0.60957146,-0.18016738,-0.85415286,0.03382901,0.24847905,0.47272113,wake,dataset\wake\Hasan_Arthur_Altuntaş_wake_1.wav
-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.326486e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wake,dataset\wake\Hatice_nur_cakir_wake_1.wav
-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.326486e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wake,dataset\wake\Hatice_nur_cakir_wake_1.wav
-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.326486e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wake,dataset\wake\Hatice_nur_cakir_wake_1.wav
-1004.26105,8.879179,-2.22808,7.044844,1.6629696,2.3305082,-1.758882,3.7304611,-0.44186068,0.6134014,-3.6061237,2.8462648,-1.798356,132.4688,11.680684,7.1297617,7.863707,5.8889875,5.6141725,8.045728,5.448588,2.4497886,5.327395,4.943668,5.842177,3.4480863,3.556096,0.34763864,-0.35621965,0.24504584,-0.099135615,-0.054730043,-0.28693765,0.035711415,-0.029849365,-0.250448,-0.1557223,0.07286816,0.01955339,wake,dataset\wake\HavvaBelinay_Yuce_wake_1.wav
-1018.8449,7.288861,-2.0720813,7.984324,2.2454972,-0.13829625,-1.1071637,3.7177105,-1.3174226,-1.8211137,-0.69681203,2.960397,-4.6849146,119.812065,10.884299,7.2177167,8.300211,4.9989977,8.364414,4.846367,6.051609,2.5125215,5.2798486,3.700911,5.365622,7.6357236,2.59653,0.31319037,-0.6030123,0.3763824,-0.088238195,-0.25191227,-0.3421613,0.2745735,-0.1903907,-0.3553208,-0.01084375,0.2068147,-0.30431122,wake,dataset\wake\HavvaBelinay_Yuce_wake_1.wav
-1010.1559,9.943715,-6.548726,5.851312,0.23624158,1.5212619,0.15169,5.462892,-1.8225813,-0.36885557,-5.473639,2.6462727,0.3475287,121.29725,12.95291,14.338068,8.913633,10.490707,4.9339037,11.8513155,6.6992917,6.1114645,4.5752277,6.281499,7.607659,5.4614544,4.5095863,0.9538607,-0.99298,-0.20868507,-0.99972034,0.116193295,0.96123457,0.29872444,-0.62000656,-0.103372134,-0.32779774,-0.47713786,0.2863241,wake,dataset\wake\HavvaBelinay_Yuce_wake_1.wav
-472.58948,68.53469,23.684013,23.29815,-9.878386,-10.605618,-14.342492,-5.319255,-12.538499,-16.848394,-13.398563,-12.933624,-7.9816213,127.655075,37.243343,31.973799,14.81028,27.067291,11.932489,10.154352,12.592517,6.72336,10.134936,6.4788537,7.045982,4.1661277,9.223021,4.9634395,1.415155,2.1325212,-1.0349133,-1.015076,-0.8226024,-0.5921967,-0.87829447,-1.280497,-0.5543242,-0.6225091,-0.075435705,wake,dataset\wake\Hilal_kavas_wake_1.wav
-484.81433,66.24888,19.730646,13.017782,-17.788261,-11.2484,-14.624507,-6.731865,-20.907394,-15.673378,-13.062557,-8.170958,-8.939295,129.35178,32.734863,29.58705,14.800847,29.378683,6.9186163,8.828503,14.949613,11.70502,6.6200566,6.650217,3.5972648,7.716063,10.1750345,4.4298763,1.0249022,1.3471891,-1.6931081,-0.6215508,-1.0650587,-0.6966258,-1.2192413,-0.5797588,-0.2087176,-0.25720245,-0.14579228,wake,dataset\wake\Hilal_kavas_wake_1.wav
-488.26984,77.17349,24.834019,21.41464,-12.3296585,-10.404732,-13.750927,-4.6347027,-11.681809,-17.758568,-13.732795,-12.489574,-7.7920475,122.82525,39.184605,29.935633,14.985732,26.795639,10.464959,9.936582,10.541976,7.1302075,10.003561,6.1881833,5.764556,3.864073,4.331544,5.451195,2.2272377,0.8794588,-0.3622908,-0.8562582,-0.32371682,-0.35745978,-0.6637813,-0.9879342,-0.7169422,-0.42452937,-0.044887025,wake,dataset\wake\Hilal_kavas_wake_1.wav
-765.0813,77.142944,32.10534,26.424568,2.7870383,-3.2496006,-2.5492105,-2.726461,-10.393703,2.6453953,-10.585309,1.391251,-5.7460947,183.23854,39.737785,16.201477,13.71107,5.7440686,5.222579,7.0572233,4.5057445,5.911558,3.1934884,6.3003645,3.8568332,6.0136147,18.828094,4.5025573,1.955305,1.0222725,-0.08114676,-0.33362374,-0.2520193,-0.17756018,-0.5837207,0.17470302,-0.45553735,-0.043340698,-0.6661817,wake,dataset\wake\Hilal_sarkisla_wake_1.wav
-787.41516,78.02368,33.034412,19.900833,-1.4403095,-5.176672,-0.6995926,-8.7245655,-3.3838248,-2.144919,-6.4581566,0.31684113,-3.3827343,170.80736,39.596718,16.337128,10.702357,5.5612106,5.4694724,7.7131844,5.3040853,3.5694613,4.063866,6.0999374,4.06182,3.823084,17.885674,4.706545,1.8981353,0.6113329,-0.30069238,-0.5053612,-0.03392905,-0.45734298,-0.12597728,-0.06979868,-0.26511335,-0.15306957,-0.11159777,wake,dataset\wake\Hilal_sarkisla_wake_1.wav
-786.0945,80.0923,34.512653,27.922562,3.502459,-3.187169,-2.683333,-2.162118,-10.659658,2.514895,-11.030416,2.206213,-4.1982594,166.22397,38.108635,15.768062,13.110847,4.9734554,4.7914553,6.245802,3.2077744,4.912974,3.3931768,6.438517,4.297124,4.8234844,17.7526,4.3685374,1.9116988,1.0975269,-0.05921805,-0.45694995,-0.31667405,-0.062240742,-0.48742804,0.0074870437,-0.6051304,-0.034343936,-0.38048267,wake,dataset\wake\Hilal_sarkisla_wake_1.wav
-465.31146,53.843987,-25.207535,52.819717,-19.55312,10.975307,-20.992346,13.021802,-7.328972,7.2939405,-3.382223,1.5671015,-3.593755,219.79196,47.564762,38.43672,43.55273,23.916475,13.141263,20.49576,10.465547,14.211535,12.691151,13.1834135,6.1062746,6.958871,11.740157,-0.6173297,2.1830282,1.9066749,0.77299386,0.66574514,-0.78566,1.2795572,-1.1907066,1.1883392,-1.1953706,0.7166555,-0.4561193,wake,dataset\wake\Huseyin_Cakmak_wake1.wav
-470.80637,43.07311,-11.310612,40.4746,-21.67981,2.2871842,-14.761568,12.163233,-6.902873,7.6506777,-5.625345,2.493707,-1.711125,228.53296,37.07547,33.20179,34.904186,25.883484,16.52957,16.792444,9.540658,11.149674,12.069787,7.9695015,5.274507,5.214033,13.237886,-0.48391935,2.8938465,1.35128,1.0089599,-1.0260075,0.27361417,-0.09186888,-0.17310129,0.31522897,-0.57852596,0.45848164,-0.10866064,wake,dataset\wake\Huseyin_Cakmak_wake1.wav
-456.03052,62.626175,-27.36016,49.278793,-21.247774,11.826214,-24.286804,11.89996,-9.456883,10.275568,-4.730882,0.93775535,-7.0494723,210.76434,46.559628,32.83898,40.94508,21.257572,13.536918,21.315868,9.726927,13.340454,14.708675,12.344696,6.3685493,8.186721,14.891715,2.7661397,0.66764843,1.1060457,-0.22828987,0.54884887,-1.6989973,0.68305534,-0.6235399,1.25459,-0.5398605,0.39351183,-0.6328232,wake,dataset\wake\Huseyin_Cakmak_wake1.wav
-236.81044,91.7565,-12.344618,26.617294,12.578266,9.22458,0.41211444,5.605481,6.143881,-0.91492283,4.3107634,13.495305,-0.5222837,148.72888,24.730225,44.26629,20.524403,17.134398,15.228525,15.586652,11.608176,9.004265,16.888779,5.828418,8.315555,11.401349,-0.7388313,-0.6080884,-2.2140079,-0.45333156,-0.6417475,-0.45324945,-1.0551696,-0.36917382,0.19908912,-0.114215195,-0.54103124,-0.31111825,-0.3294524,wake,dataset\wake\Huseyin_Sari_wake_1.wav
-247.08533,81.1641,-15.636732,28.476767,7.7483573,5.4327,-2.6720095,5.8699036,-0.045989156,-2.033602,12.056173,4.0638027,-5.4213057,149.20403,22.361862,46.301167,21.042074,17.073536,16.116392,16.848598,11.012406,11.536492,11.621099,8.642047,8.136404,13.513254,-2.2457178,-1.3581829,-2.2143474,-0.45267442,-0.456833,-0.82967275,-1.033183,0.11174654,-0.17871076,-0.73659647,-0.2682942,-0.28156054,-0.42662695,wake,dataset\wake\Huseyin_Sari_wake_1.wav
-240.89746,91.49594,-13.638659,23.896986,14.544468,9.954386,-2.6464858,3.7407672,5.022554,-3.6951833,1.8919853,14.80502,-1.472711,134.26222,25.186335,44.350456,19.44796,16.73327,13.820231,15.214448,11.7825775,7.7934437,15.993294,8.460074,9.547642,11.081625,-5.699983,-1.4695961,0.109600276,-0.23778749,0.9782741,-0.08773404,-1.1036749,-0.19225219,-0.32858437,-0.7351032,-1.0101962,-0.539631,0.15818456,wake,dataset\wake\Huseyin_Sari_wake_1.wav
-365.3003,36.494743,7.572623,12.981427,-8.991529,-9.088249,-1.4310558,-2.6214037,-1.8129965,-11.296391,-2.6214263,-1.6577927,-5.7410927,135.20685,24.034554,16.981419,20.912497,21.568941,8.509562,11.139759,8.070381,8.151491,7.9748125,6.2811027,7.3959017,4.2540812,15.008118,0.94605577,0.72795296,1.7218373,-1.7023208,-0.29277736,-0.9353086,-0.619674,-0.93683326,-0.86549854,-0.49166065,-0.23026747,-0.27264875,wake,dataset\wake\HusneSena_Cetinkaya_wake_1.wav
-390.8714,41.313965,8.564805,12.042346,-15.080403,-1.4451816,-1.8839127,-0.123197675,-9.908673,-9.528341,-2.3584125,-5.990071,-6.9392014,133.93271,27.319305,22.536596,15.006161,20.103668,10.995522,6.672629,7.608942,8.235721,5.409391,8.961876,4.5262184,6.7299147,14.250338,0.82939285,1.3975344,1.0275071,-1.625773,0.19442123,-0.66642654,-0.4166451,-0.8801737,-0.41453576,-0.4078331,-0.2896396,-0.36442947,wake,dataset\wake\HusneSena_Cetinkaya_wake_1.wav
-375.3526,43.414963,8.261194,14.704451,-9.608101,-6.6971655,0.28180215,-2.054716,-2.3463645,-11.948547,-4.6308756,-4.0076404,-6.148183,125.92356,27.295347,19.449997,22.659159,20.164133,7.5894303,8.603204,7.4993734,7.527634,6.599647,7.022581,8.839931,3.9893966,10.20192,1.9398172,-0.6757123,-0.0012987405,-0.72833,-0.16254693,-0.35007614,-0.7066394,-0.697742,-0.56373,-0.64775646,-0.31774157,-0.31682226,wake,dataset\wake\HusneSena_Cetinkaya_wake_1.wav
-387.12305,73.64586,-18.193695,30.24744,-9.803356,-4.8261566,-17.095825,0.47444254,-24.818615,-9.337141,-14.566916,-9.977936,-17.373459,116.026726,32.166206,35.191498,23.966398,23.72416,15.143512,18.345108,4.7085423,12.922305,8.958458,12.546165,8.69643,8.663815,2.8333247,-0.0032955706,2.719004,-0.38952324,1.4303337,-0.2790395,-0.94681704,-0.2739684,-0.61491203,-0.3718711,-0.7849239,-0.0014808029,-0.25124085,wake,dataset\wake\Irem_Nur_Sahin_wake_1.wav
-397.976,63.013153,-17.548111,22.67963,-17.86456,-11.484881,-16.310377,-8.860781,-27.732082,-8.380699,-18.298351,-9.814554,-10.741812,111.145195,29.120628,30.882055,20.103418,24.891726,16.191708,12.408335,7.419707,13.692443,7.9830837,11.08832,5.7926493,7.6107244,1.8326012,0.09538633,1.8790296,-0.7172097,1.0726724,-1.3463683,-0.6779038,-0.3264733,-0.6828995,-0.814888,-0.62122285,-0.16336039,-0.57744956,wake,dataset\wake\Irem_Nur_Sahin_wake_1.wav
-390.73083,74.42765,-21.334011,26.82641,-12.890196,-5.9330177,-20.890957,-0.6267275,-27.688501,-10.375093,-17.201202,-9.155341,-16.7113,98.80838,29.628336,31.139965,22.817532,22.792852,14.767966,16.957571,5.2907047,12.043448,7.1451635,13.200007,9.914607,8.893491,2.4936666,0.70761454,1.77065,-0.78759384,0.9411116,-0.7264097,-0.84497154,-0.5479076,-0.40478587,-0.280962,-0.75987685,0.31600747,0.28640765,wake,dataset\wake\Irem_Nur_Sahin_wake_1.wav
-487.29498,101.29793,10.362473,11.346364,8.303766,3.4916196,-1.8328011,3.3267941,-3.1609387,-0.012911066,1.756488,1.3413496,-6.870556,33.2839,11.435457,6.6393504,8.278319,7.2253494,6.156153,5.0155954,2.6862636,3.121965,3.420801,4.189629,4.6858125,4.476656,1.7287617,0.29309678,0.028229047,0.41136524,0.345455,0.6056343,0.013378121,-0.028522566,-0.028999647,-0.117764995,0.05097495,0.07349372,0.23083472,wake,dataset\wake\irem_yagmur_yurtsever_wake_1.wav
-516.26404,101.91759,5.4007006,12.867445,4.8672066,0.70540565,-2.5367482,4.7370114,-5.1173625,2.8421788,-0.9783635,-5.803071,-6.477355,24.341993,7.8901753,6.5250974,8.946215,6.6721153,5.939709,3.9817793,4.096396,4.329462,3.5970187,5.5035963,4.681629,3.5139418,0.22285494,0.24543604,-0.14908758,0.5373797,0.53906107,0.6352868,-0.17652012,0.17775787,-0.17717254,-0.057319306,0.1862378,0.03526233,0.0027677603,wake,dataset\wake\irem_yagmur_yurtsever_wake_1.wav
-512.08734,102.08903,11.396606,13.602193,9.854473,4.906171,-1.8183249,3.2236094,-4.6325564,-0.86997086,0.8054697,0.80317336,-6.422594,32.389694,10.165772,6.01785,8.690251,6.6855936,7.0203424,4.702783,2.658073,3.5670927,3.923399,4.411077,4.8649325,4.5836215,0.9392134,-0.104996316,0.13216148,0.83867747,0.7100212,0.99441314,-0.18153803,-0.04464998,-0.0943808,-0.20796452,-0.12605482,-0.14782935,0.110409535,wake,dataset\wake\irem_yagmur_yurtsever_wake_1.wav
-374.91943,93.68999,-2.6165361,26.40812,5.996128,4.0047517,14.664274,6.602908,6.9344964,12.720185,4.262083,11.343741,-3.05738,122.74629,27.397606,13.1228075,28.290934,18.68594,16.557919,7.032405,15.415949,12.9328575,12.526671,5.484968,7.554243,9.495117,9.956585,-0.12621692,-0.52283764,-0.4533433,-1.9246347,0.4487189,0.1753265,-1.0935494,-0.4562652,0.8219961,-0.23754855,0.0679278,-0.04889585,wake,dataset\wake\kadir_ocak_wake_1.wav
-390.2364,91.14519,-2.7590756,26.573185,-0.21227857,9.632697,15.889299,2.9433005,13.723947,8.902309,6.95298,3.0468173,-0.03133905,122.921715,23.503607,10.762424,31.005703,16.284607,15.958006,6.6236863,21.604725,9.61616,9.278682,7.9076886,5.377803,5.5704875,8.910851,-0.5294666,-0.18304539,-0.971687,-1.1539612,0.8455765,-0.4952335,-1.1879846,0.41792035,0.2577761,-0.5503232,0.12685655,-0.14296071,wake,dataset\wake\kadir_ocak_wake_1.wav
